# Yale Bright Star Catalogue (BSC5), Hoffleit & Warren 1991, ADC/CDS V/50.
# Trimmed for the Simathon 02 demo. Source: tdc-www.harvard.edu/catalogs/bsc5.dat.gz
# ra_deg,dec_deg,vmag,b_v,dist_pc   (dist_pc = 0 means no usable parallax)
277.02583,-26.75722,6.270,0.160,0.0
277.30375,-43.84583,6.360,0.900,0.0
277.84333,-62.27833,4.640,-0.110,0.0
276.49500,29.82889,5.830,0.060,0.0
276.80208,0.19611,5.210,0.500,62.5
276.98542,-17.80000,6.200,0.010,0.0
275.18958,71.33778,4.220,-0.100,83.3
277.32000,-38.85111,6.630,-0.020,0.0
277.48250,-47.22028,5.700,1.260,0.0
275.97708,58.80056,4.980,0.080,28.6
276.67042,26.44944,6.530,-0.110,0.0
276.95958,3.74861,6.070,1.620,0.0
277.23917,-26.58167,6.500,0.110,0.0
275.26417,72.73278,3.570,0.490,8.3
276.99500,6.19417,5.730,-0.030,0.0
277.34167,-25.25639,6.590,0.070,0.0
277.29958,-14.56583,4.700,0.060,40.0
277.76250,-41.91361,6.040,0.140,0.0
277.44500,-14.58167,5.960,-0.040,0.0
277.54958,-18.72889,5.660,1.060,90.9
277.93917,-45.91500,4.960,-0.110,0.0
277.42083,-1.98528,5.390,0.960,76.9
277.77000,-32.98917,5.340,0.160,43.5
277.98417,-43.50778,5.720,1.340,0.0
278.00833,-45.75722,5.070,-0.140,0.0
278.37292,-58.70917,6.440,0.680,0.0
277.55958,-5.72417,6.280,0.950,0.0
277.52125,4.06528,6.690,0.110,0.0
278.08917,-39.70389,5.160,0.080,45.5
277.39875,23.86611,5.900,-0.100,0.0
277.85958,-18.40278,5.140,0.000,58.8
276.49625,65.56361,4.820,1.190,47.6
277.85708,-10.79583,5.720,0.240,0.0
277.97208,-19.12500,6.680,1.130,0.0
278.25375,-39.89222,6.220,0.420,0.0
276.92625,59.54917,6.430,0.000,0.0
277.67333,20.81528,6.500,0.790,34.5
278.37583,-42.31250,4.640,1.010,0.0
278.34708,-38.72028,6.320,0.000,0.0
278.34625,-38.72611,5.650,-0.060,0.0
278.63000,-52.89194,6.220,1.250,0.0
277.76833,16.92861,5.770,0.040,0.0
278.08667,-14.64417,6.370,0.220,0.0
277.98750,-1.00306,5.940,0.160,0.0
278.02917,3.65972,6.430,-0.040,0.0
278.18042,-14.86556,5.500,1.970,0.0
278.49083,-33.01667,5.280,-0.110,0.0
278.47292,-24.03250,5.490,1.790,0.0
278.41250,-14.85361,5.760,0.040,0.0
278.34542,-5.91139,6.360,0.020,0.0
282.99125,-83.31639,7.160,1.260,0.0
278.63667,-24.22250,6.510,0.540,0.0
278.19250,23.61694,5.840,1.460,0.0
278.34708,8.26833,6.420,-0.030,0.0
278.20792,30.55417,5.480,-0.100,111.1
278.83875,-20.84083,6.480,0.280,0.0
278.76000,-10.97722,5.140,0.920,83.3
278.34625,30.89250,6.590,-0.120,0.0
278.99875,-29.69917,6.370,1.270,0.0
278.80167,-8.24417,3.850,1.330,62.5
278.04750,52.11556,6.560,-0.070,0.0
278.58167,20.46639,6.570,0.110,0.0
278.69792,10.89167,6.400,0.080,0.0
278.80250,18.20333,5.780,0.000,0.0
278.14375,57.04556,4.770,0.610,76.9
277.81167,65.43611,6.590,0.300,0.0
278.87667,23.60556,5.610,1.000,166.7
278.97167,16.97556,6.210,0.530,50.0
280.75875,-71.42806,4.010,1.140,28.6
278.48625,52.35361,5.360,1.090,250.0
278.80625,34.45778,6.100,-0.110,0.0
279.11583,9.12250,5.390,0.370,30.3
279.80958,-47.90972,5.860,0.230,0.0
279.16292,6.67194,5.450,0.370,31.2
279.47667,-21.39778,5.940,0.190,0.0
279.51917,-14.00472,6.470,0.210,0.0
279.62792,-23.50500,5.810,0.020,0.0
279.89583,-43.18611,5.370,1.680,250.0
279.30250,11.42167,6.420,-0.020,0.0
279.40000,-0.30944,5.750,0.070,0.0
281.95583,-77.86722,6.390,0.600,0.0
279.28750,16.19833,6.290,0.900,0.0
280.59375,-64.64306,6.370,0.150,0.0
279.15500,33.46889,5.420,-0.100,142.9
279.72250,-21.05194,5.860,0.680,13.9
279.59875,-3.19361,6.490,0.550,37.0
279.57958,-1.11333,6.660,0.420,0.0
279.23458,38.78361,0.030,0.000,8.1
279.58750,8.83389,6.400,1.320,90.9
279.19000,43.22194,6.200,0.240,0.0
280.90500,-64.55111,5.780,0.960,0.0
280.37750,-48.09500,6.490,1.220,0.0
277.43708,77.54694,5.640,1.180,71.4
280.00208,-7.79056,5.840,1.550,0.0
279.90375,5.26417,6.380,0.780,0.0
279.52708,39.66806,6.040,1.650,0.0
279.96500,7.35833,6.280,0.960,0.0
280.46500,-23.83333,6.230,0.230,0.0
281.36208,-64.87139,4.790,0.200,28.6
279.05542,65.48861,6.060,0.280,111.1
280.42708,-14.56417,6.420,0.810,0.0
281.29792,-61.09500,6.040,1.460,0.0
280.00833,30.84944,6.360,0.000,0.0
279.88792,40.93500,6.250,-0.060,0.0
279.38958,62.52667,5.740,-0.060,0.0
280.05083,38.36722,6.450,0.210,0.0
280.56833,-9.05250,4.720,0.350,40.0
280.94542,-38.32361,5.130,0.090,41.7
281.34875,-56.88167,6.220,1.380,0.0
280.73000,-19.28389,6.350,1.750,0.0
280.65042,-7.07333,6.150,1.000,0.0
276.03833,83.17528,6.170,0.050,0.0
281.03208,-36.71861,6.320,0.980,0.0
282.43125,-72.99472,6.060,0.000,0.0
279.97000,52.19611,6.000,-0.070,0.0
281.08083,-35.64194,4.870,-0.180,0.0
280.42208,31.61778,6.410,-0.040,0.0
281.23833,-39.68639,5.430,0.870,83.3
280.88042,-8.27528,4.900,1.120,62.5
280.53375,34.74667,6.470,-0.130,0.0
280.96417,-6.81861,6.310,0.480,0.0
281.20667,-25.01111,5.830,0.050,0.0
282.15750,-65.07778,5.730,0.240,0.0
281.74625,-50.09444,6.540,0.280,0.0
281.32792,-21.00139,6.360,0.450,0.0
281.41417,-26.99083,3.170,-0.110,0.0
281.20792,2.06000,5.020,-0.060,200.0
280.81958,39.30028,6.450,1.590,0.0
280.23458,62.74972,6.090,0.980,0.0
280.90042,36.55667,6.010,1.040,0.0
280.96500,31.92667,5.700,0.340,38.5
281.50500,-19.60639,6.420,1.650,0.0
281.58583,-22.39222,5.370,1.640,0.0
281.16750,23.58972,6.310,0.400,52.6
281.36833,5.49972,5.830,0.040,166.7
280.65792,55.53944,5.040,-0.090,90.9
281.93583,-40.40611,5.240,0.780,43.5
281.08500,39.67000,5.060,0.160,47.6
281.08458,39.67111,6.020,0.000,47.6
281.09542,39.61306,5.140,0.190,47.6
281.09542,39.61278,5.370,0.000,47.6
281.68042,-10.12500,5.710,0.590,0.0
281.19333,37.60500,4.360,0.190,32.3
281.20083,37.59444,5.730,0.280,32.3
281.39875,21.98500,6.510,0.020,0.0
281.61875,-0.96167,5.900,0.130,111.1
280.87083,53.87194,6.110,0.120,0.0
281.41542,20.54639,4.190,0.460,19.2
282.21042,-43.68000,5.490,0.130,0.0
281.79375,-4.74778,4.220,1.100,52.6
281.51875,26.66222,4.830,1.200,43.5
282.36417,-45.81028,5.810,0.900,0.0
281.87083,-5.70500,5.200,1.470,0.0
281.67250,18.70583,6.170,1.590,0.0
282.39583,-43.43389,5.610,-0.080,0.0
281.75542,18.18139,4.360,0.130,31.2
282.32167,-34.74861,6.620,1.080,0.0
281.23083,54.89667,6.230,0.820,0.0
282.18875,-18.60139,6.470,0.000,0.0
281.55417,41.44167,6.070,-0.130,0.0
283.05417,-62.18750,4.220,-0.140,0.0
281.07583,61.04806,5.990,0.960,166.7
282.01125,4.24139,6.210,1.510,0.0
282.39792,-19.14222,6.750,0.200,0.0
282.41708,-20.32472,5.240,1.410,29.4
282.06833,23.51417,6.150,0.490,0.0
281.74583,46.31500,6.520,0.070,0.0
281.98958,31.75694,6.060,-0.130,0.0
280.79250,70.79278,6.440,0.000,0.0
282.42083,-5.91278,5.990,1.600,0.0
281.67958,52.98806,5.880,-0.090,0.0
282.40458,0.83583,6.250,0.040,0.0
282.22250,19.32861,5.880,0.030,0.0
283.16500,-52.10750,5.170,0.940,71.4
282.71042,-22.16222,6.610,0.380,0.0
282.58333,-7.90750,6.800,3.090,0.0
281.91667,49.07500,6.400,0.000,0.0
282.31000,25.04639,6.590,0.000,0.0
283.11292,-46.59528,5.540,1.630,111.1
283.30042,-51.93111,6.310,-0.090,0.0
282.74375,-9.77417,5.830,0.610,0.0
283.26042,-48.36000,6.190,0.140,0.0
282.06708,48.76750,6.120,0.210,0.0
283.24833,-46.58583,6.190,0.030,0.0
282.43333,31.62917,6.640,0.020,0.0
282.69000,10.97639,6.550,0.000,200.0
282.44125,32.81278,5.910,-0.160,0.0
282.84208,-3.31778,6.100,0.300,0.0
282.47042,32.55083,5.250,0.080,50.0
283.11875,-26.65028,6.290,0.940,0.0
283.15417,-29.37944,6.130,1.350,0.0
283.17375,-30.73417,6.630,-0.050,0.0
282.52000,33.36278,3.450,0.000,0.0
284.23750,-67.23361,4.440,0.710,100.0
283.63458,-49.87861,6.600,0.080,0.0
283.00792,13.96556,6.140,0.000,0.0
283.25792,-9.57611,6.340,0.200,0.0
284.22792,-62.80111,6.480,1.530,0.0
282.89958,28.78361,6.180,1.180,0.0
283.06833,21.42528,5.480,-0.070,142.9
283.50042,-21.35972,5.690,1.230,0.0
282.90208,36.53861,6.090,-0.110,0.0
283.54250,-22.74500,4.830,1.410,33.3
281.44458,74.08556,5.270,0.920,50.0
283.02958,41.38333,6.280,-0.090,0.0
283.67958,-15.60306,5.100,0.170,0.0
283.77958,-22.67139,4.990,1.330,23.8
283.81625,-26.29667,2.020,-0.220,0.0
284.07042,-42.71056,5.360,1.000,100.0
282.89583,52.97500,5.510,0.840,27.0
281.59250,75.43389,5.350,0.050,125.0
282.80042,59.38833,4.660,1.190,166.7
283.87917,-16.37667,5.790,0.360,0.0
284.65167,-60.20056,5.140,1.370,52.6
284.00250,-23.17361,5.930,-0.020,0.0
284.16875,-37.34333,5.380,-0.140,0.0
285.01458,-66.65333,6.010,0.970,0.0
283.43167,36.97167,5.580,-0.150,0.0
283.55500,27.90944,5.620,1.350,0.0
283.68708,22.64500,4.590,0.780,76.9
284.61542,-52.93861,4.870,-0.050,0.0
283.86458,6.61528,5.570,1.040,90.9
284.39458,-39.82333,6.310,0.200,0.0
283.30667,50.70833,4.920,0.900,41.7
283.55958,41.22556,7.300,0.000,0.0
283.62583,36.89889,4.300,1.680,0.0
283.71875,33.96861,6.020,0.910,0.0
284.05500,4.20361,4.620,0.170,33.3
284.06083,4.20194,4.980,0.200,33.3
284.09458,-1.80000,6.220,-0.050,0.0
284.10667,2.47111,6.150,0.970,0.0
284.33542,-20.65639,5.080,0.130,0.0
283.71750,41.60278,5.440,1.030,0.0
284.01625,17.99500,6.630,-0.040,0.0
284.02583,18.10528,5.690,1.090,250.0
284.26542,-5.84611,4.830,1.080,25.6
284.43250,-21.10667,3.510,1.180,90.9
284.58875,-31.03611,6.120,1.350,0.0
284.68083,-37.10750,4.870,0.410,31.2
283.44292,57.48694,6.220,1.230,0.0
283.69625,48.85972,5.770,0.430,58.8
284.58542,-24.87667,6.620,0.080,0.0
284.79625,-39.53472,6.490,-0.040,0.0
283.83375,43.94611,4.040,1.590,0.0
284.31917,2.53528,5.570,0.000,0.0
284.60250,-22.52944,6.140,0.090,0.0
281.40875,79.94250,6.390,0.280,0.0
285.87375,-68.75528,5.880,0.560,0.0
284.25667,32.90139,5.220,0.590,17.5
284.59917,6.24028,6.210,0.460,0.0
284.86167,-18.56694,6.370,0.990,0.0
284.56125,17.36083,5.380,0.800,0.0
284.84917,-12.84056,5.530,-0.040,166.7
284.69542,13.90667,5.890,0.250,0.0
285.10333,-24.94222,6.360,1.250,0.0
285.26333,-37.06083,6.690,0.000,0.0
285.26792,-37.06194,6.400,-0.030,0.0
284.68792,19.79417,6.500,-0.040,0.0
284.77375,13.62250,5.230,0.530,25.6
284.82292,10.14083,6.750,0.250,0.0
284.50792,38.26611,5.890,-0.170,0.0
284.18750,57.81500,5.660,1.150,55.6
284.90583,15.06833,4.020,1.080,35.7
285.53625,-41.91000,6.230,0.000,0.0
284.73583,32.68944,3.240,-0.050,47.6
284.69417,40.67917,6.220,-0.160,0.0
283.59958,71.29722,4.820,1.150,71.4
284.93958,26.23056,5.270,1.240,0.0
285.40750,-22.69556,6.240,1.660,0.0
284.99208,22.81472,6.290,1.750,0.0
284.36833,58.22528,6.460,0.080,0.0
284.80125,39.21778,6.410,-0.170,0.0
285.38958,-15.28250,6.320,1.000,0.0
284.10667,65.25806,5.630,0.950,0.0
285.77875,-42.09528,4.750,-0.020,32.3
285.98917,-51.01861,5.930,1.240,0.0
284.32250,62.39667,6.450,0.930,0.0
285.00375,32.14556,4.930,1.470,0.0
285.42000,-5.73889,4.020,1.090,47.6
285.65292,-29.88028,2.600,0.080,40.0
285.61542,-24.84694,5.650,1.230,0.0
284.74833,50.80944,6.300,0.980,0.0
285.82375,-38.25333,5.740,0.320,0.0
285.27292,19.30972,6.390,0.000,0.0
283.38833,75.78750,6.220,0.000,0.0
285.34417,20.83361,6.690,0.020,0.0
285.07917,40.68417,6.650,0.000,0.0
285.32250,26.29139,5.690,-0.080,111.1
285.76583,-19.24528,6.050,1.290,0.0
285.23000,33.80222,6.010,0.970,0.0
285.77917,-19.10333,6.370,0.480,0.0
285.39542,25.02583,6.720,0.000,0.0
285.45625,22.26389,6.400,0.160,0.0
285.59000,8.37417,6.300,1.670,0.0
285.72708,-3.69889,5.420,0.000,0.0
285.05708,50.53361,5.380,-0.180,0.0
286.10458,-31.04694,5.500,0.030,0.0
285.45125,33.62139,6.390,-0.120,0.0
286.58292,-52.34083,5.160,0.530,45.5
285.88417,1.81889,5.830,0.180,0.0
285.36000,46.93472,5.010,0.190,27.8
285.71917,19.66111,6.090,1.340,0.0
286.17083,-21.74167,3.770,1.010,22.7
285.18083,55.65833,5.480,0.860,0.0
286.04458,3.33056,6.730,0.130,0.0
286.10083,-5.68500,6.900,4.190,0.0
287.46958,-68.42472,5.330,0.910,33.3
285.92708,21.26778,6.520,0.320,0.0
286.73167,-48.29917,5.970,-0.020,0.0
284.71917,69.53111,6.520,-0.150,0.0
286.24000,-4.03139,5.420,1.120,500.0
286.60458,-37.06333,4.930,0.520,18.5
286.60458,-37.06333,4.990,0.520,18.5
317.19250,-88.95639,5.470,0.270,0.0
285.52917,52.26111,6.310,1.000,200.0
286.42167,-15.66028,5.970,-0.020,0.0
286.32750,-1.51278,6.530,0.350,0.0
286.71875,-37.81028,6.160,0.720,15.9
287.21708,-55.72028,6.490,1.100,0.0
286.73500,-27.67056,3.320,1.190,22.7
286.35250,13.86333,2.990,0.010,22.2
286.56208,-4.88250,3.440,-0.090,31.2
286.24125,31.74444,5.560,1.540,55.6
286.24292,30.73333,6.060,1.550,0.0
286.71792,-16.22889,6.030,-0.040,0.0
286.87875,-28.63694,6.040,1.610,0.0
286.78542,-18.73778,6.290,-0.040,0.0
287.08708,-40.49667,4.590,1.090,62.5
286.59250,8.23000,6.090,1.600,0.0
286.44625,29.92167,6.310,1.650,0.0
286.78792,0.64167,6.560,0.050,0.0
287.06083,-24.65694,6.300,0.040,0.0
284.48833,77.05083,6.540,0.380,0.0
286.74417,11.07139,5.090,-0.070,62.5
287.06958,-19.29000,5.540,-0.110,0.0
286.66000,24.25083,5.770,0.090,0.0
286.23000,53.39667,5.380,-0.010,43.5
286.29125,49.92333,6.430,0.000,0.0
286.65708,28.62861,5.550,0.290,40.0
287.36792,-37.90444,4.110,0.040,27.8
287.41542,-39.82806,6.460,1.060,0.0
287.40167,-36.16472,6.560,-0.020,0.0
287.49083,-41.89250,5.880,-0.080,0.0
286.57083,41.41389,6.490,-0.150,0.0
287.50708,-39.34083,4.110,1.200,62.5
286.98875,16.85333,6.070,0.700,16.9
286.85667,32.50167,5.230,0.340,58.8
286.82542,36.10028,5.280,-0.110,0.0
287.01500,21.69889,6.230,0.400,125.0
287.44083,-21.02361,2.890,0.350,38.5
287.45042,-19.80361,6.130,1.160,250.0
287.24958,6.07333,5.220,0.350,31.2
287.16750,16.85139,6.480,0.520,55.6
287.75750,-39.00500,6.360,0.010,0.0
287.46500,-0.42806,6.340,-0.040,0.0
287.82875,-29.50222,6.300,-0.040,0.0
288.19208,-50.48639,6.130,0.950,0.0
287.26833,34.60056,6.740,0.630,40.0
288.04083,-37.58278,6.570,1.020,0.0
289.11875,-69.19056,6.270,0.170,0.0
287.10750,52.42556,5.810,1.090,500.0
288.11667,-21.65806,6.410,1.130,0.0
288.30708,-25.90667,5.800,1.380,0.0
289.30000,-66.66139,5.530,0.180,0.0
288.16958,-7.93944,5.340,0.130,0.0
287.87875,26.73583,6.360,0.410,0.0
288.66542,-45.19333,5.920,0.900,45.5
288.31458,-12.28250,5.510,1.440,0.0
287.94167,31.28333,5.980,-0.070,0.0
287.84625,40.42917,6.180,0.090,0.0
288.14333,16.84639,6.730,-0.010,142.9
288.15292,21.55444,5.930,0.030,0.0
288.42792,2.29361,5.150,-0.070,111.1
288.43375,5.51583,6.490,0.090,0.0
289.09042,-45.46639,5.400,1.350,100.0
287.44083,65.97861,6.250,0.000,0.0
288.88833,-24.17917,6.250,0.540,43.5
288.88500,-25.25667,4.850,0.560,200.0
288.01917,49.85417,6.750,0.650,22.7
288.02083,49.85611,6.570,0.650,22.7
287.91875,56.85917,5.120,1.010,83.3
289.13667,-33.52167,6.250,0.020,0.0
289.53917,-53.38667,6.380,0.490,0.0
288.43958,39.14611,4.390,-0.150,500.0
288.76083,20.20333,6.000,0.880,0.0
288.83375,15.08361,5.570,1.070,0.0
288.82250,21.23222,5.640,0.110,0.0
288.85333,30.52639,5.850,1.670,0.0
289.12917,4.83472,5.590,0.080,62.5
289.40875,-18.95306,4.960,1.020,166.7
288.98750,27.45556,6.540,-0.060,500.0
289.05417,21.39028,4.770,-0.050,58.8
289.11167,14.54472,5.630,-0.020,47.6
288.99750,27.92694,6.160,0.610,0.0
288.48000,57.70500,4.990,1.160,40.0
288.13875,67.66167,3.070,1.000,31.2
288.83042,50.07083,6.270,0.000,0.0
287.29083,76.56056,5.130,0.310,20.4
289.45083,2.03167,6.190,0.020,0.0
289.09208,38.13361,4.360,1.260,76.9
289.45417,11.59528,5.280,0.200,71.4
289.91667,-35.42139,5.590,-0.130,0.0
289.75042,-15.53639,6.060,1.430,24.4
289.43167,23.02556,5.430,0.020,142.9
289.63542,1.08528,5.100,1.150,333.3
291.02250,-68.37111,6.340,1.230,0.0
289.71208,0.33917,6.410,1.050,100.0
289.21417,46.99917,6.000,0.440,55.6
290.10917,-31.81778,6.580,1.670,0.0
289.50333,31.02222,6.680,0.080,0.0
289.71958,9.61806,6.320,1.050,0.0
289.70208,19.61056,6.580,0.030,0.0
290.15875,-22.40250,5.580,0.270,0.0
289.27583,53.36861,3.770,0.960,41.7
290.71292,-54.42361,5.050,0.020,50.0
290.37458,-34.98389,6.480,0.630,0.0
289.91375,12.37472,5.530,0.260,250.0
289.97083,11.53500,6.020,0.080,0.0
290.13708,-5.41583,5.010,0.920,33.3
290.54000,-42.01611,6.340,1.140,0.0
289.76583,33.38889,6.600,-0.190,0.0
290.14875,-0.89222,5.490,-0.040,125.0
290.65958,-44.45889,4.010,-0.100,0.0
289.75500,37.44528,6.220,-0.030,0.0
290.40458,-19.23417,6.260,-0.100,0.0
290.41833,-17.84722,3.930,0.220,23.8
289.65708,49.56972,6.310,1.120,333.3
290.43167,-15.95500,4.610,0.100,0.0
290.80500,-44.79972,4.290,0.340,33.3
290.46208,-18.30833,5.870,1.060,0.0
289.91208,37.33056,6.310,0.680,26.3
290.13792,35.18611,6.310,-0.120,0.0
290.58625,-8.20111,6.310,-0.100,0.0
290.97167,-40.61611,3.970,-0.100,0.0
290.58958,-0.25250,5.830,1.090,0.0
291.08917,-43.72306,6.170,1.600,0.0
289.90208,54.37611,6.260,0.030,0.0
288.88750,73.35556,4.450,1.250,66.7
290.76917,-7.40028,6.320,1.450,0.0
290.70167,9.91306,6.350,0.440,0.0
291.12542,-27.86556,6.040,-0.130,0.0
290.06708,57.64528,5.910,1.580,0.0
290.78417,14.92111,6.640,0.270,0.0
290.71208,26.26250,5.180,-0.120,0.0
290.63917,33.51806,6.060,1.030,0.0
291.26708,-29.30917,5.930,1.260,0.0
289.94208,64.39083,6.520,-0.040,0.0
291.31875,-24.50861,5.030,0.230,28.6
291.37375,-23.96222,5.430,1.430,0.0
290.94542,20.26444,6.400,0.010,0.0
290.35583,57.76694,6.430,0.000,0.0
291.25667,-4.88417,6.520,0.330,0.0
291.34000,-13.89694,5.690,1.430,0.0
290.89167,33.22222,6.370,0.810,17.5
291.09208,16.93778,6.250,0.080,0.0
291.95042,-54.32528,5.690,1.400,0.0
290.16708,65.71472,4.590,0.020,50.0
291.03167,29.62139,4.970,-0.100,0.0
291.24250,11.94444,5.160,0.770,16.9
291.09333,28.08778,6.530,-0.080,0.0
291.58000,-21.77667,5.590,1.220,0.0
291.02542,36.45194,6.360,0.000,0.0
291.37458,3.11472,3.360,0.320,13.9
291.54625,-15.05306,5.720,0.020,0.0
291.60250,-14.55111,6.700,0.050,0.0
291.73542,-29.74333,5.670,0.000,0.0
290.84917,50.27139,6.510,-0.080,0.0
290.98542,43.38806,5.840,0.920,0.0
292.79542,-68.43389,5.960,1.640,0.0
291.34333,20.27139,6.310,-0.020,0.0
291.36917,19.79861,5.160,0.980,38.5
291.35750,24.91278,6.190,0.510,37.0
291.62958,0.33861,4.660,0.600,0.0
292.46917,-55.44139,6.130,0.980,0.0
291.60042,13.02389,5.740,0.470,31.2
291.55500,20.09778,5.630,-0.010,0.0
291.61958,19.89139,5.810,1.550,0.0
292.34958,-43.44583,5.710,0.220,76.9
292.64375,-55.11000,6.300,0.450,0.0
259.23667,89.03778,6.380,1.570,0.0
291.53792,36.31778,5.150,-0.120,0.0
291.89125,14.28250,6.320,-0.060,0.0
292.08667,2.93028,5.850,0.010,0.0
292.46750,-26.98556,5.520,1.120,22.2
292.56125,-32.09222,6.600,0.390,0.0
292.25417,1.95028,5.800,0.080,0.0
291.44458,58.02722,6.600,-0.150,0.0
292.33958,-7.04389,6.610,1.100,76.9
291.90208,37.94111,6.340,-0.140,0.0
292.32500,0.24611,6.250,1.320,0.0
292.17625,24.66500,4.440,1.500,71.4
292.23750,24.76861,5.810,1.030,250.0
292.34208,14.59583,5.560,1.050,0.0
291.85792,52.32056,5.750,0.000,0.0
292.33708,20.27972,6.330,-0.100,0.0
292.72500,-21.31222,6.130,0.120,0.0
293.22417,-53.18583,5.750,0.300,0.0
292.54375,2.90417,6.090,1.820,0.0
291.61042,62.55722,6.380,1.390,0.0
292.66583,-2.78889,5.030,1.750,34.5
292.63792,3.44444,6.050,0.010,0.0
293.34000,-45.27194,5.610,-0.040,0.0
292.68042,27.95972,3.080,1.130,58.8
292.68875,27.96528,5.110,-0.100,58.8
292.69542,36.22861,6.250,-0.040,200.0
292.42625,51.72972,3.790,0.140,200.0
292.84083,26.61722,5.870,0.930,0.0
293.53542,-40.03472,5.890,0.090,0.0
290.41750,79.60278,6.050,0.070,0.0
293.80417,-48.09917,4.900,1.090,500.0
288.78250,83.46278,6.530,0.100,0.0
292.94292,34.45306,4.740,-0.140,0.0
292.83042,50.30667,5.530,1.250,0.0
292.80667,55.73194,6.370,1.160,0.0
293.52250,7.37889,4.450,1.170,22.2
293.78042,-10.56028,5.120,1.130,142.9
294.00708,-24.71917,5.650,0.190,55.6
293.87417,-7.46028,6.340,1.120,0.0
293.89000,-12.25278,6.270,1.090,0.0
294.60792,-57.98333,6.180,0.970,66.7
294.96708,-66.68556,6.390,0.020,0.0
293.40167,38.76222,6.610,0.030,0.0
293.64542,19.77333,5.000,-0.090,0.0
293.85500,2.91333,6.380,0.410,0.0
294.10875,-18.85278,6.110,0.270,0.0
294.17667,-24.88361,4.600,-0.070,500.0
293.71208,29.46306,5.380,0.550,47.6
293.42333,49.26250,5.960,1.640,0.0
294.26375,-18.23111,5.640,1.260,100.0
293.67167,42.41278,5.350,0.050,0.0
294.03333,11.15000,6.680,0.000,0.0
294.22292,-7.02750,4.950,0.000,0.0
294.18042,-1.28639,4.360,-0.080,250.0
293.29208,60.15861,6.290,1.570,0.0
294.06583,14.39167,6.380,1.040,0.0
292.75083,70.98944,6.070,1.410,0.0
293.58250,51.23667,5.730,0.480,27.0
294.03458,22.58583,6.320,-0.070,0.0
293.66625,48.16472,6.670,0.240,0.0
294.39333,-14.30167,5.470,0.500,21.3
295.40625,-65.85417,6.090,1.550,0.0
294.21875,11.27333,5.980,0.880,0.0
293.95125,36.94444,6.050,-0.110,0.0
294.15708,20.33278,7.140,1.320,0.0
295.07625,-54.41750,6.260,1.000,0.0
294.44708,-4.64750,5.460,0.430,37.0
294.92500,-45.27806,6.250,0.280,0.0
293.09000,69.66111,4.680,0.790,5.6
294.32250,16.46278,5.660,1.020,0.0
294.98208,-39.43333,6.610,0.230,0.0
293.98292,50.23861,6.520,1.060,0.0
294.28917,29.33361,6.430,-0.090,0.0
294.23583,38.38389,6.500,-0.150,0.0
294.15792,44.69500,5.170,0.930,52.6
294.11042,50.22111,4.480,0.380,17.9
294.95583,-23.42778,6.340,0.030,0.0
294.70417,3.38167,6.350,0.040,0.0
294.57292,20.78278,6.480,1.080,0.0
295.02958,-23.42861,5.970,1.040,0.0
294.79833,5.39778,5.170,0.030,0.0
294.85583,16.57139,6.380,2.070,0.0
295.18083,-16.29333,6.200,1.130,27.0
294.48625,49.28444,6.470,0.990,166.7
294.84417,30.15333,4.690,0.970,142.9
295.02417,18.01389,4.370,0.780,0.0
295.18042,-0.62111,5.670,0.110,55.6
294.93750,33.97917,6.100,0.080,0.0
295.11792,20.47667,6.500,0.390,0.0
294.86042,42.81833,5.400,-0.080,52.6
294.67167,54.97389,5.820,0.440,27.8
295.16542,23.71750,6.640,0.010,0.0
295.27292,13.81556,6.010,-0.080,0.0
294.89333,45.95806,6.200,0.900,0.0
295.26208,17.47611,4.370,1.050,90.9
295.62958,-16.12389,5.060,0.330,25.0
295.31208,22.45278,6.360,1.530,0.0
295.90667,-37.53889,6.160,0.010,0.0
295.17167,43.07778,6.160,1.560,0.0
295.55333,12.19333,6.340,-0.030,0.0
299.00625,-81.34972,6.390,1.400,0.0
295.20917,45.52500,5.060,0.400,47.6
295.88958,-15.47000,5.490,0.460,22.2
295.64167,11.82667,5.270,0.570,166.7
297.35542,-72.50333,5.410,0.220,30.3
295.48958,40.25389,6.230,0.180,166.7
295.05417,60.50722,6.510,0.220,38.5
295.70458,29.33167,6.490,0.330,0.0
295.68583,32.42667,5.940,0.110,0.0
295.45375,50.52528,5.960,0.640,25.6
295.46667,50.51750,6.200,0.660,25.6
295.78958,30.67861,6.050,0.000,0.0
295.92875,25.77194,5.490,0.930,43.5
296.50500,-31.90861,5.520,0.020,0.0
295.98292,27.13556,6.280,1.100,0.0
295.51708,55.46333,6.480,1.610,0.0
297.00500,-56.36250,5.350,0.200,0.0
296.14208,13.30278,6.260,-0.030,0.0
295.96417,34.16250,6.050,-0.060,0.0
297.47208,-66.81278,6.450,1.480,0.0
295.93750,41.77306,5.840,1.570,71.4
296.59042,-19.76111,4.860,0.930,40.0
296.46750,-2.88333,6.480,0.050,0.0
296.06917,37.35444,4.890,0.950,47.6
296.20292,29.26472,6.820,0.640,0.0
296.41625,7.61333,5.910,0.180,37.0
296.15917,34.41389,6.570,0.000,0.0
297.22958,-52.88806,6.250,1.130,0.0
295.81083,58.01639,6.220,0.560,22.2
296.20417,40.71667,6.340,1.640,0.0
297.75542,-65.60500,6.050,0.300,0.0
296.56500,10.61333,2.720,1.520,62.5
295.91500,57.04250,6.270,0.880,0.0
