# Yale Bright Star Catalogue (BSC5), Hoffleit & Warren 1991, ADC/CDS V/50.
# Trimmed for the Simathon 02 demo. Source: tdc-www.harvard.edu/catalogs/bsc5.dat.gz
# ra_deg,dec_deg,vmag,b_v,dist_pc   (dist_pc = 0 means no usable parallax)
30.71958,64.90139,6.000,0.030,0.0
30.11208,-8.52361,5.510,1.520,0.0
29.91167,-42.03056,5.570,1.060,55.6
30.75125,64.39000,5.580,0.380,0.0
30.57542,54.48750,5.040,-0.080,0.0
29.69250,-61.56972,2.860,0.280,20.8
31.38000,76.11500,5.220,0.950,45.5
28.96042,-78.34833,6.160,0.440,0.0
30.31125,-30.00167,5.350,0.880,58.8
30.51167,2.76361,5.230,0.000,200.0
30.51167,2.76361,4.330,0.030,200.0
32.35542,81.29583,6.050,0.110,0.0
31.16708,65.10333,6.520,0.000,0.0
30.74167,33.28389,5.500,0.030,100.0
29.92125,-66.06639,6.100,1.170,0.0
30.64667,13.47667,5.940,1.590,0.0
30.42667,-44.71361,5.140,1.490,0.0
30.97500,42.32972,2.260,1.370,76.9
30.97792,42.33083,4.840,0.030,76.9
30.91375,25.93556,5.630,0.540,40.0
30.61708,-29.66500,6.420,0.140,0.0
30.79875,0.12833,5.430,0.150,0.0
30.74417,-15.30583,5.860,0.980,0.0
30.92750,18.25333,6.210,1.420,0.0
30.95083,-0.34028,5.930,0.880,0.0
30.91875,-4.10361,5.620,1.590,0.0
31.12250,-29.29694,4.690,-0.170,0.0
31.64125,22.64833,5.030,0.110,0.0
31.55125,8.24750,6.310,1.650,0.0
31.70500,25.70472,6.150,-0.030,0.0
31.62208,0.03500,6.280,0.900,0.0
31.79333,23.46250,2.000,1.150,20.4
32.16875,58.42361,5.670,0.610,0.0
32.14000,44.45944,6.420,0.000,0.0
32.12208,37.85917,4.820,0.120,166.7
32.53250,53.84306,6.310,0.950,0.0
32.38583,34.98722,3.000,0.140,45.5
32.35542,25.93972,4.980,0.330,0.0
32.34625,17.22444,6.430,0.000,0.0
32.19042,-17.77944,6.100,1.610,0.0
33.33833,74.02778,6.290,0.910,0.0
32.87083,57.64583,6.360,0.330,0.0
32.72000,39.03944,5.630,-0.020,100.0
32.72375,39.04306,6.100,-0.070,100.0
32.39500,-24.34583,6.480,0.290,0.0
32.65667,19.50028,5.700,1.650,0.0
32.28875,-43.51667,5.850,1.190,0.0
32.80000,25.93694,6.020,1.360,0.0
32.85417,31.52639,6.230,0.110,0.0
32.83792,8.56972,5.630,0.560,29.4
32.52042,-43.81556,6.320,0.900,0.0
32.60667,-50.82444,6.120,0.820,11.1
32.84250,-10.05222,6.010,0.390,0.0
32.89917,-1.82528,5.930,0.970,0.0
33.62125,66.52444,6.070,0.630,0.0
33.42292,58.56111,6.440,0.600,0.0
33.09292,30.30306,4.940,0.780,250.0
33.30542,44.23167,4.830,1.480,0.0
33.15625,24.16778,5.960,1.370,0.0
33.40125,51.06583,5.310,0.930,111.1
33.20042,21.21083,5.270,0.430,0.0
33.51083,47.48417,6.060,0.400,27.8
33.26375,15.27972,5.710,1.550,0.0
33.25000,8.84667,4.370,0.890,45.5
33.19792,-2.39361,5.540,0.570,22.2
33.25375,-21.00028,5.860,1.010,0.0
33.22708,-30.72389,5.280,-0.020,15.6
33.99125,47.81139,6.330,0.000,0.0
34.21542,57.05528,6.480,0.280,0.0
33.98417,33.35889,5.280,-0.010,0.0
33.94167,25.78306,5.790,0.440,0.0
33.92833,25.04306,5.580,0.490,66.7
33.86792,-9.46556,6.550,-0.020,0.0
33.63333,-41.16667,5.910,0.970,0.0
34.26333,34.22417,4.870,0.610,10.8
34.49958,57.89972,5.750,1.170,0.0
34.51875,57.51667,5.980,1.050,0.0
34.38917,44.30694,6.700,0.000,0.0
34.32875,33.84722,4.010,0.020,25.6
34.29333,23.76778,6.550,1.020,0.0
34.24583,-6.42222,5.510,0.960,0.0
33.56125,-67.84167,5.550,1.550,76.9
35.05375,64.33722,6.600,-0.030,0.0
34.53125,19.90111,5.620,0.010,0.0
34.82000,47.38000,5.300,-0.010,66.7
34.79542,46.47250,6.210,0.000,0.0
34.50583,1.75778,5.580,0.600,26.3
34.84458,48.95528,6.370,0.000,0.0
34.12750,-51.51222,3.560,-0.120,0.0
34.73750,28.64250,5.030,0.040,0.0
34.74167,23.16778,6.460,0.340,0.0
34.90542,39.83500,6.630,-0.090,0.0
33.86875,-67.74639,5.690,1.300,0.0
35.17250,47.31083,6.110,-0.080,0.0
35.01833,30.18833,6.470,0.000,0.0
34.83625,-2.97750,3.040,1.420,41.7
35.24250,50.15139,5.590,-0.130,0.0
34.74375,-25.94556,6.340,0.730,11.2
34.92000,-4.34556,6.500,0.080,0.0
35.58917,55.84556,5.170,0.370,0.0
34.85292,-41.84833,6.370,1.160,0.0
35.70958,41.39639,5.820,0.270,0.0
34.97625,-55.94472,5.810,1.550,0.0
35.48583,0.39583,5.280,1.650,0.0
35.96583,55.36444,6.280,0.860,0.0
35.55167,-0.88500,5.420,0.310,0.0
35.50583,-10.77778,5.460,0.350,0.0
35.52083,-17.66222,5.870,1.230,0.0
36.10375,50.00667,5.190,0.980,0.0
35.63583,-23.81639,5.200,0.600,13.0
36.31667,56.61000,6.250,0.310,0.0
35.74083,-18.35444,6.220,0.940,0.0
35.54917,-43.20000,6.310,1.000,0.0
36.40583,50.27861,4.710,1.530,90.9
35.77708,-37.57639,6.530,1.610,0.0
35.72750,-51.09222,5.920,0.220,0.0
36.20417,10.61056,5.470,-0.100,0.0
36.08375,-25.84750,6.440,1.320,0.0
36.24333,-2.78000,6.330,0.000,0.0
35.43708,-68.65944,4.090,0.030,20.0
36.14083,-40.84056,6.180,0.660,0.0
37.26667,67.40250,4.520,0.120,43.5
36.48750,-12.29056,4.890,-0.030,34.5
36.96583,50.56972,6.120,0.410,0.0
36.50125,-15.34111,5.830,0.150,66.7
36.77917,27.01333,6.180,1.430,0.0
36.86542,31.80139,5.540,1.120,0.0
36.64667,-20.04278,5.880,1.260,0.0
36.22458,-60.31194,5.350,0.390,43.5
35.71792,-73.64583,5.010,1.090,0.0
37.35417,55.53639,6.510,0.090,0.0
37.04167,29.66944,5.290,0.000,0.0
37.03958,8.46000,4.280,-0.060,33.3
37.00000,1.96083,6.450,0.970,0.0
37.20208,29.93194,5.890,0.580,0.0
36.74625,-47.70389,4.250,-0.140,0.0
36.35958,-66.49472,6.410,1.540,0.0
37.30667,23.46889,6.190,0.150,0.0
37.00708,-33.81111,5.140,0.100,66.7
37.39708,9.56583,6.070,1.020,0.0
37.56917,33.83389,6.250,1.070,0.0
37.14750,-31.10250,6.110,1.110,0.0
37.63500,25.23500,5.920,0.410,45.5
37.66000,19.85528,6.150,0.250,0.0
37.48083,-22.68278,6.770,0.190,0.0
37.72667,17.70389,6.230,0.900,0.0
37.68833,0.25528,6.000,0.170,0.0
37.55750,-25.18639,6.510,0.290,0.0
37.01833,-64.29972,6.370,-0.040,0.0
37.63667,-22.54556,6.100,1.610,0.0
38.02583,36.14722,5.150,1.470,0.0
37.87542,2.26722,5.250,1.270,24.4
38.21875,34.54250,5.830,1.070,0.0
38.03917,-1.03500,5.350,1.020,0.0
38.02167,-15.24472,4.750,0.450,28.6
38.22542,15.03472,6.040,0.540,0.0
38.06167,-36.42750,6.300,1.020,0.0
39.50833,72.81833,5.160,0.880,90.9
38.27917,-34.65000,5.900,1.060,0.0
38.41750,-20.00194,6.210,1.100,0.0
38.86625,39.66444,6.360,-0.100,0.0
39.40042,65.74556,5.780,1.560,0.0
38.91167,37.31222,5.710,1.390,0.0
38.46125,-28.23250,4.900,-0.050,0.0
38.94500,34.68750,5.350,1.660,62.5
38.76708,7.47139,6.180,1.060,0.0
38.67792,-7.85944,5.750,1.400,0.0
39.02042,6.88694,5.820,0.980,6.8
38.96875,5.59333,4.860,0.870,500.0
38.47750,-51.09361,6.240,0.520,0.0
39.23833,38.73278,5.900,0.480,0.0
39.17875,31.60750,6.100,1.050,0.0
39.26042,34.26389,5.300,1.550,125.0
39.00000,-7.83167,5.530,1.590,0.0
39.33667,39.89583,6.540,-0.120,0.0
39.27667,32.89194,6.250,0.480,0.0
38.39000,-62.58694,6.770,-0.060,0.0
39.15792,12.44750,5.680,0.490,28.6
39.24042,24.64833,7.090,0.500,55.6
39.25208,24.64750,6.500,0.410,55.6
39.14625,7.72972,5.810,1.040,0.0
39.03875,-30.04472,5.750,1.020,0.0
39.57417,37.72667,6.180,0.470,0.0
39.61583,38.08944,6.300,-0.030,0.0
39.50333,7.69528,6.390,0.440,0.0
39.42417,-3.39611,5.650,1.020,0.0
39.24417,-34.57833,5.790,0.660,17.9
39.70417,21.96139,5.430,0.160,76.9
41.94833,81.44833,5.780,1.300,76.9
39.65375,3.44306,6.210,1.000,0.0
37.91875,-79.10944,5.280,0.980,0.0
39.57792,-30.19417,5.830,0.480,0.0
39.35167,-52.54306,5.310,0.270,40.0
39.87083,0.32861,4.070,-0.220,0.0
39.60333,-37.99056,6.490,0.520,0.0
39.89083,-11.87222,4.840,0.450,13.9
40.17125,27.06083,5.300,0.090,500.0
40.06542,6.11194,6.250,0.400,0.0
40.05125,-9.45306,5.780,0.520,0.0
40.76167,55.10583,5.770,-0.130,0.0
40.01042,-30.63389,6.520,1.040,0.0
40.74875,53.52611,5.840,1.120,0.0
40.56208,40.19389,4.910,0.590,23.3
39.95000,-42.89167,4.750,0.060,35.7
40.30792,-0.69583,5.710,0.520,27.8
41.20708,67.82472,5.950,0.100,0.0
40.75792,48.26556,6.480,0.000,0.0
40.59167,20.01167,5.690,-0.020,0.0
40.16667,-39.85556,4.110,1.020,26.3
40.45125,-3.21333,6.050,1.170,0.0
40.39167,-14.54944,5.980,0.430,0.0
40.62042,10.74167,6.300,0.060,0.0
39.88208,-64.28194,6.550,-0.080,0.0
41.05000,49.22833,4.120,0.490,13.0
41.02167,44.29694,5.430,0.900,0.0
40.86292,27.70722,4.660,-0.130,0.0
40.16500,-54.55000,5.210,0.400,32.3
40.96333,25.63806,6.350,0.080,0.0
40.82500,3.23583,3.470,0.090,19.2
40.52750,-38.38389,6.010,0.920,0.0
39.89750,-68.26694,4.110,-0.060,0.0
40.53542,-46.52444,6.100,0.880,0.0
41.07958,17.76389,6.460,1.070,0.0
41.13708,15.31167,5.770,-0.010,0.0
40.63958,-50.80028,5.410,0.560,14.5
41.03083,-13.85861,4.250,-0.140,0.0
41.24000,12.44583,5.180,0.240,37.0
41.23542,10.11417,4.270,0.310,21.7
40.83458,-40.52750,6.360,-0.020,111.1
42.23125,69.63417,6.180,0.180,0.0
41.33708,4.71167,6.030,0.310,0.0
41.08542,-32.52500,6.220,0.040,0.0
41.27583,-18.57250,4.470,0.480,13.9
41.74292,35.98361,6.250,0.930,0.0
41.76458,35.55500,6.300,0.000,76.9
41.04458,-52.57056,6.150,0.090,0.0
41.31875,-46.28722,6.850,1.360,0.0
40.86083,-66.71444,6.260,0.530,100.0
41.97708,29.24722,4.510,1.110,37.0
42.37833,57.08417,6.250,0.890,0.0
41.68833,-21.63972,6.490,0.380,0.0
41.79667,-22.48556,6.470,0.390,0.0
42.13375,18.28361,5.820,1.200,0.0
42.99458,68.88861,5.800,0.640,100.0
42.19125,25.18806,5.860,-0.070,0.0
42.36292,37.32611,6.450,0.430,0.0
41.98333,-12.46056,6.900,1.560,0.0
41.36458,-63.70444,5.740,0.930,0.0
42.67417,55.89556,3.760,1.680,166.7
41.89042,-35.55083,6.510,0.960,0.0
42.32292,17.46417,5.220,-0.060,0.0
41.38583,-67.61667,4.840,0.060,111.1
42.49583,27.26056,3.630,-0.100,29.4
42.93958,58.31472,6.450,0.100,0.0
42.64625,38.31861,4.230,0.340,41.7
42.27250,-32.40583,4.460,0.990,38.5
42.92375,46.84194,5.880,0.890,0.0
42.87833,35.05972,4.530,1.560,250.0
42.46250,-24.56028,6.140,1.070,0.0
42.47583,-27.94167,5.390,0.020,40.0
43.21667,52.99778,6.360,0.070,0.0
42.87333,15.08194,5.490,-0.090,0.0
42.56167,-35.84361,5.920,0.900,0.0
43.33833,48.56944,6.260,1.180,0.0
42.75958,-21.00417,4.750,0.910,32.3
42.66833,-35.67611,5.470,1.250,58.8
42.25625,-62.80667,5.260,0.100,0.0
42.69958,-39.93167,6.360,0.050,0.0
43.56458,52.76250,3.950,0.740,52.6
43.42750,38.33750,5.330,0.410,90.9
43.29875,16.48333,6.310,0.000,0.0
43.13375,-12.76944,6.040,0.870,8.3
42.98042,-30.81444,6.400,0.480,0.0
43.21042,-9.44111,6.320,0.190,0.0
43.98708,61.52111,5.590,0.450,0.0
44.10333,64.33250,6.240,2.030,0.0
43.39708,-22.37639,5.950,1.040,0.0
43.39333,-38.43694,5.920,0.440,0.0
44.21083,51.26083,6.220,1.570,0.0
44.13917,47.16389,6.020,1.340,0.0
43.08000,-62.90972,6.030,1.250,0.0
43.95208,18.33167,5.910,1.470,71.4
43.47042,-49.89028,4.000,2.110,76.9
44.10875,18.02306,5.630,0.430,26.3
44.05750,8.38167,5.970,0.480,0.0
43.52708,-50.87139,6.210,1.580,0.0
42.61875,-75.06694,4.750,1.330,90.9
44.32208,31.93417,5.110,-0.010,333.3
44.10708,-8.89806,3.890,1.110,30.3
44.15583,-3.71222,5.170,0.080,38.5
44.50958,38.61500,6.040,1.410,0.0
44.26917,4.50111,6.110,1.690,0.0
44.52167,20.66861,5.800,0.410,33.3
44.69042,39.66278,4.700,0.060,111.1
43.58708,-64.43556,6.560,1.390,0.0
46.53250,79.41861,5.490,1.570,125.0
44.76542,35.18306,4.930,1.230,0.0
44.34875,-23.86194,5.450,0.230,34.5
44.30458,-29.85528,6.290,0.470,0.0
44.95792,47.22083,5.470,0.890,0.0
44.91625,41.03306,5.890,1.440,0.0
44.80292,21.34028,4.630,0.040,200.0
44.80292,21.34028,4.630,0.040,200.0
44.52375,-23.60611,5.840,1.330,0.0
45.21750,52.35167,5.280,-0.050,0.0
45.22250,52.35222,6.740,0.000,0.0
44.67500,-2.78250,5.230,0.000,62.5
44.38625,-38.19111,6.410,-0.030,0.0
45.04917,38.13167,6.110,-0.060,0.0
44.69750,-9.77639,6.140,0.220,0.0
44.92875,8.90750,4.700,-0.120,0.0
44.56542,-40.30472,3.240,0.140,28.6
44.56792,-40.30444,4.350,0.080,28.6
44.92167,-2.46500,5.560,-0.080,0.0
44.77750,-28.90694,6.140,1.040,0.0
44.90042,-25.27417,5.710,0.400,34.5
45.18375,10.87028,5.950,1.590,0.0
44.90958,-32.50722,6.310,0.000,0.0
45.21250,-2.87861,6.110,1.770,0.0
45.47542,26.46222,5.900,0.140,0.0
47.92833,81.47056,5.950,0.150,55.6
45.29167,-7.66278,5.750,1.050,0.0
45.46792,5.33611,6.250,1.050,0.0
44.69917,-64.07139,4.990,0.130,0.0
45.59375,4.35278,5.610,-0.100,0.0
45.57000,4.08972,2.530,1.640,111.1
45.48375,-9.96139,5.830,1.110,0.0
45.53875,-6.49472,6.190,0.600,0.0
45.40708,-28.09167,5.890,0.790,25.6
46.19917,53.50639,2.930,0.700,62.5
45.87625,28.26972,6.360,0.000,0.0
45.67625,-7.68528,5.320,0.940,0.0
46.38500,56.70583,4.760,1.020,200.0
45.59792,-23.62444,4.090,0.160,16.9
46.41625,56.06861,6.110,1.020,0.0
46.29417,38.84028,3.390,1.650,90.9
46.82917,64.05778,5.890,-0.030,0.0
46.33667,40.58250,6.050,1.010,0.0
46.16958,15.85611,6.490,0.000,0.0
46.06833,-7.60083,5.260,0.200,38.5
46.15875,1.86361,6.050,1.040,0.0
46.36125,25.25528,6.800,-0.020,250.0
46.36125,25.25528,7.000,0.000,250.0
45.73292,-46.97500,5.820,1.300,0.0
47.01625,52.21333,6.310,-0.010,0.0
46.59875,13.18722,5.620,1.080,0.0
47.98458,74.39361,4.870,0.020,31.2
46.94750,47.30833,6.410,0.120,0.0
45.90333,-59.73778,5.110,0.340,40.0
46.63958,-6.08861,5.270,1.600,0.0
47.04208,40.95556,2.120,-0.050,22.2
47.26667,49.61333,4.050,0.590,11.9
46.85708,17.88000,6.110,-0.120,0.0
45.56417,-71.90250,5.530,-0.140,9.7
47.08833,18.79500,6.270,1.580,31.2
47.37417,44.85722,3.800,0.980,30.3
47.16125,8.47083,6.280,1.060,0.0
46.96208,-27.83111,6.190,0.160,0.0
47.40292,29.07694,5.720,0.120,0.0
47.53667,27.82000,6.420,0.010,0.0
47.61250,26.89639,6.020,1.280,0.0
47.82250,39.61167,4.630,1.110,43.5
47.66208,11.87250,5.980,-0.060,0.0
48.11000,47.72583,6.330,1.430,0.0
48.04000,42.37611,6.150,-0.090,0.0
47.90750,19.72667,4.350,1.030,37.0
47.84125,13.04778,6.120,1.020,0.0
47.64750,-23.73833,6.380,0.930,0.0
48.05917,27.25694,5.790,-0.120,0.0
47.82833,-3.81167,6.050,1.660,0.0
48.35000,48.17694,5.900,0.970,0.0
47.82000,-16.02528,6.260,1.200,0.0
48.11000,6.66083,5.560,1.080,0.0
46.95500,-69.26556,6.150,1.020,0.0
47.61417,-48.73417,6.120,1.120,0.0
50.08208,77.73472,5.450,0.190,71.4
48.19333,-1.19611,5.060,0.570,17.5
48.01792,-28.98694,3.870,0.520,13.3
48.95000,57.14083,5.790,0.730,0.0
53.08375,84.91111,5.610,0.920,38.5
48.73625,42.50389,6.070,1.070,0.0
49.38167,65.65861,6.360,0.090,200.0
48.10750,-44.41972,5.930,0.440,40.0
49.05083,50.93778,5.030,1.150,100.0
48.25625,-35.94389,6.270,-0.080,0.0
48.83542,30.55667,5.520,0.010,0.0
48.72542,21.04444,4.890,-0.010,50.0
49.01958,45.34583,6.160,1.670,0.0
48.40833,-29.80417,6.160,1.050,0.0
48.94583,32.85639,6.310,0.370,0.0
49.00792,34.68861,6.250,0.280,0.0
48.13833,-57.32167,5.740,2.280,0.0
49.14625,32.18361,6.060,0.990,0.0
49.29750,40.48333,6.450,0.000,250.0
48.75083,-26.10028,6.250,0.040,0.0
46.88333,-78.98944,5.570,0.300,0.0
49.44750,44.02500,5.470,-0.060,0.0
49.00375,-5.91861,6.170,-0.020,25.6
48.95833,-8.81972,4.800,0.230,40.0
49.99750,65.65222,4.840,-0.150,111.1
49.44083,39.28333,5.960,0.070,0.0
49.65750,50.22222,5.150,-0.060,0.0
49.14875,-9.15444,6.140,0.400,0.0
49.78167,50.09500,5.030,-0.060,0.0
49.04708,-30.82750,6.650,-0.070,0.0
49.68250,34.22278,4.820,1.490,83.3
49.59333,-0.93028,5.380,1.040,58.8
49.51167,-28.79694,5.910,0.330,0.0
49.59208,-22.51139,4.880,0.900,35.7
49.98250,27.07111,5.900,0.860,0.0
49.84042,3.37028,4.830,0.680,9.3
49.67167,-18.55972,5.710,0.370,34.5
49.36083,-47.75167,5.850,1.240,0.0
50.08500,29.04833,4.470,1.550,0.0
50.10667,25.66278,6.120,1.240,0.0
50.46917,49.07083,5.930,0.430,66.7
50.36042,43.32944,4.950,0.040,38.5
49.87917,-21.75778,3.690,1.620,0.0
49.89500,-24.12306,5.610,1.660,0.0
50.30667,21.14694,5.280,-0.070,0.0
49.44250,-62.57528,5.540,0.640,10.3
50.27833,3.67556,5.690,0.970,0.0
49.98208,-43.06972,4.270,0.710,6.4
51.16875,64.58611,5.230,2.080,111.1
49.55375,-62.50639,5.240,0.600,11.0
50.80500,49.21333,5.290,-0.070,0.0
50.54958,27.60750,5.520,1.100,0.0
50.18833,-26.60639,6.390,0.540,0.0
49.49583,-66.92694,6.050,0.130,0.0
50.68833,20.74194,5.090,1.240,125.0
50.35000,-23.63528,5.520,0.880,0.0
51.08083,49.86111,1.790,0.480,62.5
50.56792,-25.58778,6.350,0.010,0.0
51.12375,33.53583,5.610,-0.030,0.0
51.45167,53.92167,6.510,0.290,0.0
50.38875,-47.77694,6.390,1.000,0.0
51.07708,24.72417,5.500,1.190,0.0
50.91292,4.88194,6.380,0.860,0.0
50.82417,-7.79417,6.200,0.700,29.4
48.99000,-77.38833,5.520,0.440,0.0
51.28917,41.25722,6.510,0.000,0.0
51.10875,20.80361,6.080,-0.040,0.0
51.04208,12.62944,6.040,1.230,0.0
51.48917,49.12083,6.090,-0.070,0.0
51.20333,9.02889,3.600,0.890,62.5
50.93583,-32.70722,6.500,1.370,0.0
52.58125,71.86389,6.320,1.800,0.0
52.09833,60.25556,6.490,0.020,166.7
52.01292,49.06278,4.980,-0.090,0.0
52.26708,59.94028,4.210,0.410,0.0
51.76333,18.75639,6.570,0.150,0.0
52.21833,49.84833,5.580,-0.040,0.0
51.79250,9.73278,3.740,-0.090,0.0
51.82792,12.73500,6.280,-0.020,0.0
52.47875,58.87861,4.540,0.560,0.0
52.08667,33.80750,5.610,0.020,0.0
51.48250,-35.92083,6.390,0.080,0.0
52.54708,59.36611,6.130,0.080,250.0
52.34208,49.50889,4.670,-0.090,55.6
51.59375,-27.31750,5.930,0.940,0.0
52.50083,55.45194,5.090,0.050,40.0
52.35917,46.93778,6.240,0.130,0.0
52.11083,22.80417,6.030,0.950,0.0
51.54875,-41.63694,6.320,0.060,0.0
52.00417,-11.28667,5.730,1.100,0.0
52.65417,48.10361,5.820,-0.040,0.0
52.64375,47.99528,4.360,1.350,250.0
51.01042,-69.62472,6.150,0.480,0.0
51.88917,-35.68139,5.710,1.290,0.0
53.80167,73.34694,6.570,0.030,0.0
52.87250,49.20972,6.290,0.090,0.0
52.04792,-35.85333,6.500,0.130,0.0
52.95458,49.40083,6.390,0.090,0.0
52.41292,-6.80500,5.990,1.020,0.0
52.60208,11.33639,5.140,-0.030,500.0
52.40000,-12.67472,5.590,0.170,0.0
53.03583,48.02361,5.470,-0.100,0.0
51.40083,-69.33639,5.960,0.420,0.0
52.83667,27.57194,5.960,0.000,111.1
52.71833,12.93667,4.110,1.120,0.0
52.68917,6.18861,5.940,0.960,0.0
53.38375,58.76500,6.400,0.140,111.1
53.10958,46.05694,5.310,0.400,32.3
52.65458,-5.07528,4.730,-0.090,0.0
53.42167,57.86889,6.370,0.510,0.0
53.16292,44.85556,6.410,0.030,0.0
53.41250,54.97472,5.980,0.110,0.0
53.16667,35.46167,5.900,-0.060,0.0
52.47917,-42.63417,5.780,0.220,0.0
52.55667,-41.37000,6.120,0.480,0.0
53.75333,60.04111,6.460,0.390,47.6
53.39625,39.89944,5.810,0.110,0.0
53.15000,9.37361,5.770,-0.080,0.0
54.85333,75.73972,6.270,0.970,0.0
52.65417,-47.37528,5.990,0.110,0.0
52.97458,-25.61417,6.380,0.120,0.0
52.34458,-62.93750,4.720,0.400,16.7
53.23250,-9.45833,3.730,0.880,3.3
53.53458,17.83278,6.170,0.890,45.5
53.61083,24.46444,5.920,0.130,166.7
54.12250,48.19278,4.230,-0.060,0.0
53.44708,-21.63278,4.270,-0.110,0.0
53.70500,6.41778,6.490,0.630,0.0
53.14500,-50.37861,5.680,1.100,0.0
53.65583,-9.86861,6.250,0.020,0.0
52.71500,-66.48972,5.830,-0.060,0.0
53.48667,-31.08028,6.200,0.480,41.7
54.58208,56.93278,6.300,-0.130,0.0
53.63958,-31.87472,6.400,1.400,0.0
53.21500,-61.01694,6.410,1.040,0.0
54.50083,42.58306,6.420,-0.060,0.0
53.99042,-11.19361,5.570,0.910,0.0
54.19708,0.58778,5.710,0.920,31.2
54.07250,-17.46694,5.230,-0.130,71.4
54.21833,0.40167,4.280,0.580,18.5
54.44917,15.43083,6.390,0.170,0.0
54.75042,20.91583,6.500,0.150,0.0
53.60292,-65.76444,6.750,0.170,0.0
55.53875,63.21667,5.100,1.630,500.0
54.27375,-40.27472,4.580,1.040,90.9
62.50625,86.62611,5.860,0.370,45.5
54.62167,-7.39167,5.850,0.980,0.0
52.49500,-78.35194,5.700,0.930,0.0
54.85708,16.53667,6.160,1.000,0.0
54.75458,-5.62611,5.960,0.920,35.7
55.67792,59.96944,5.760,1.710,0.0
55.28292,37.58000,5.570,-0.070,0.0
54.69875,-27.94306,6.010,-0.020,0.0
54.96292,3.05694,5.570,0.940,0.0
54.90958,-3.39306,6.230,1.040,0.0
54.85583,-10.43722,6.190,1.030,0.0
55.19292,25.32944,6.110,0.060,0.0
54.99792,-1.12056,6.120,1.000,0.0
55.04750,-15.22667,6.330,0.880,0.0
55.15958,-5.21056,5.530,-0.150,0.0
55.73125,47.78750,3.010,-0.130,62.5
55.59375,33.96500,4.970,-0.010,0.0
56.50375,67.20167,5.800,0.350,250.0
55.30750,-11.80306,6.490,0.360,0.0
55.57875,19.70028,5.690,-0.010,0.0
56.02667,48.52361,6.060,1.550,0.0
55.34333,-19.58472,6.590,0.090,0.0
56.50958,63.34500,4.800,0.800,0.0
56.17042,46.09972,6.110,0.280,0.0
56.07958,32.28833,3.830,0.050,43.5
55.94667,19.66500,6.140,1.010,0.0
56.13083,36.46000,5.590,0.060,0.0
55.56208,-31.93833,5.000,-0.160,0.0
56.29833,42.57861,3.770,0.420,50.0
55.81208,-9.76333,3.540,0.920,9.2
56.11708,20.92861,6.100,0.010,0.0
57.30750,70.87111,5.440,0.090,58.8
55.89083,-10.48556,5.600,0.220,0.0
56.20083,24.28944,5.460,-0.040,83.3
56.49708,45.68194,5.660,-0.070,0.0
56.21875,24.11333,3.700,-0.110,50.0
55.70875,-37.31361,4.590,1.200,35.7
56.29042,24.83917,5.640,-0.070,0.0
56.30208,24.46722,4.300,-0.110,0.0
56.12708,-1.16306,5.250,-0.100,0.0
56.88417,55.92250,6.100,-0.030,0.0
57.58958,71.33222,4.630,0.030,83.3
56.45667,24.36778,3.870,-0.070,0.0
56.23542,-0.29667,5.550,1.420,0.0
56.47667,24.55472,5.760,-0.040,0.0
56.51208,24.52806,6.430,-0.020,0.0
56.41833,6.05000,5.350,-0.120,0.0
54.12500,-78.32306,6.290,1.150,0.0
57.38000,65.52611,4.470,1.880,71.4
56.58167,23.94833,4.180,-0.060,0.0
56.02583,-40.66028,6.450,1.060,0.0
57.40292,63.29722,5.850,0.180,0.0
56.53958,6.80306,5.910,0.990,0.0
57.07625,50.73667,6.140,0.060,0.0
57.33167,57.11806,6.460,0.060,0.0
56.53542,-12.10167,4.420,1.630,0.0
56.96917,33.60000,6.570,0.080,200.0
56.95375,32.19500,6.250,0.470,0.0
56.87125,24.10500,2.870,-0.090,125.0
57.92417,68.50750,6.320,-0.080,0.0
56.21083,-48.06139,6.490,1.020,0.0
56.14083,-54.27389,6.300,1.040,0.0
56.31583,-47.35972,5.730,0.960,0.0
57.28417,43.96306,6.020,0.290,0.0
56.61417,-29.33806,5.900,0.120,0.0
57.08708,23.42111,5.450,-0.070,0.0
56.71208,-23.24972,4.230,0.420,16.9
57.06792,11.14333,5.070,-0.130,90.9
56.05000,-64.80694,3.850,1.130,23.8
57.51875,44.96778,5.660,0.760,0.0
57.38583,33.09139,5.110,0.070,0.0
57.29042,24.05333,3.630,-0.090,0.0
56.83375,-29.90194,6.550,0.490,0.0
57.29667,24.13667,5.090,-0.080,0.0
56.91500,-23.87472,5.240,0.070,71.4
57.16208,0.22778,5.910,1.230,0.0
57.43125,23.71167,6.170,-0.050,0.0
56.98333,-30.16778,5.540,0.980,125.0
57.47917,22.24444,6.070,-0.010,0.0
56.95667,-36.10583,6.210,-0.100,0.0
57.14917,-20.90306,5.810,1.640,0.0
57.57875,25.57944,5.260,0.210,55.6
57.14750,-37.62222,5.400,0.010,41.7
57.14958,-37.62056,4.730,-0.030,41.7
57.97375,34.35917,5.770,0.000,0.0
58.43042,57.97500,5.800,0.180,0.0
57.90250,22.03167,6.830,0.000,0.0
57.81583,13.04583,6.300,-0.070,0.0
57.36375,-36.20028,4.170,0.950,40.0
59.12583,71.82167,6.340,0.300,0.0
58.01792,31.16833,6.250,0.200,0.0
58.41125,48.65056,5.760,1.050,50.0
58.00083,6.53472,5.670,0.060,0.0
